user,menu,rating
User4516,Food278,0
User1918,Food300,3
User192,Food464,5
User1932,Food510,4.5
User9612,Food412,0.5
User813,Food565,0
User2239,Food641,1.5
User5944,Food346,4.5
User4001,Food880,2.5
User8541,Food1192,1.5
User178,Food903,2
User5614,Food1010,5
User5771,Food454,2
User8412,Food502,3.5
User3740,Food608,0
User5724,Food1110,4.5
User9981,Food619,4.5
User5837,Food737,4
User1720,Food619,2.5
User1983,Food344,1
User4979,Food655,2.5
User4356,Food487,1
User8035,Food828,0.5
User6452,Food667,3.5
User3713,Food1104,0.5
User5205,Food4,0
User3733,Food119,3.5
User594,Food66,1
User8536,Food327,0.5
User9409,Food804,1.5
User4811,Food1168,2
User8697,Food1029,0.5
User8953,Food615,2.5
User5321,Food52,4.5
User8376,Food838,0
User1713,Food370,3
User4971,Food978,4.5
User8673,Food187,0.5
User3000,Food1116,3
User4681,Food1178,2.5
User5058,Food43,4.5
User6673,Food791,4
User5858,Food844,2.5
User5515,Food533,0.5
User8761,Food106,1.5
User8102,Food233,1.5
User6836,Food657,1.5
User7257,Food768,2.5
User4138,Food885,4
User1313,Food904,4
User9743,Food1111,4.5
User5754,Food44,1.5
User8346,Food702,0
User8732,Food315,2
User4349,Food964,4
User8890,Food980,0
User738,Food31,4
User7277,Food13,0
User9872,Food630,3
User6245,Food50,2
User2453,Food909,3
User411,Food854,0.5
User8879,Food923,5
User6469,Food237,0
User8742,Food922,1.5
User9186,Food364,2
User1301,Food51,3
User1177,Food488,1.5
User9124,Food103,4
User9158,Food1049,0.5
User6692,Food924,5
User5143,Food8,3.5
User162,Food83,1.5
User8950,Food130,0.5
User1257,Food761,3.5
User6683,Food527,4.5
User2770,Food691,2
User2240,Food799,2.5
User5133,Food1142,2
User4146,Food222,5
User2634,Food1152,4
User3417,Food56,2.5
User7697,Food1188,4.5
User3699,Food257,1.5
User1471,Food468,2
User8495,Food592,2
User5920,Food289,5
User7041,Food912,0.5
User9492,Food1132,2
User3458,Food482,4.5
User9065,Food550,3
User1542,Food301,4
User7302,Food973,1
User5803,Food227,5
User1541,Food299,5
User8411,Food1178,1.5
User1574,Food201,2.5
User8988,Food1074,3.5
User8166,Food715,3.5
User2116,Food169,4.5
User1534,Food972,0.5
User3341,Food1167,4.5
User6812,Food301,4.5
User6678,Food794,4.5
User7308,Food1062,4
User3203,Food172,1
User6396,Food1081,1.5
User6190,Food948,4.5
User2232,Food761,3.5
User6500,Food372,4
User7580,Food362,0.5
User1991,Food392,4
User6426,Food1188,3.5
User1713,Food20,2.5
User6665,Food582,5
User4517,Food1179,5
User1115,Food597,4
User9787,Food693,3.5
User2015,Food598,3.5
User1322,Food247,5
User9950,Food1089,2.5
User311,Food131,0.5
User2925,Food135,2
User7586,Food541,1.5
User7410,Food125,5
User320,Food952,3.5
User1222,Food656,0
User4682,Food645,3
User5842,Food551,5
User1877,Food387,1.5
User158,Food848,1.5
User5786,Food287,5
User28,Food648,4.5
User5322,Food438,0
User724,Food900,2
User2942,Food957,1
User4084,Food934,0
User7688,Food78,1.5
User6087,Food649,0
User6280,Food655,0.5
User5073,Food836,1.5
User3891,Food642,1.5
User7042,Food745,4
User9666,Food955,1.5
User9997,Food588,0.5
User3448,Food1054,2.5
User3729,Food18,1.5
User4842,Food137,1
User8178,Food857,3
User7575,Food515,0.5
User6330,Food376,5
User92,Food157,3
User7643,Food744,1
User9785,Food905,2.5
User1402,Food1087,2
User6526,Food406,1.5
User8298,Food728,4
User923,Food714,3
User254,Food254,0
User2596,Food394,3.5
User4215,Food568,3
User9990,Food1058,4
User9459,Food859,4.5
User3694,Food496,2.5
User2232,Food288,2
User3184,Food704,3.5
User8827,Food985,1
User2491,Food368,1
User6315,Food123,4
User6054,Food60,4.5
User8598,Food126,0
User1758,Food817,1.5
User3137,Food1041,1.5
User7286,Food1022,5
User6210,Food247,1
User8063,Food803,3
User8264,Food1082,3.5
User9353,Food695,4.5
User6621,Food62,4.5
User2382,Food805,2.5
User1451,Food282,2
User396,Food61,0
User8439,Food188,0
User8768,Food285,0
User8225,Food859,5
User4053,Food987,3
User1544,Food1110,1.5
User6609,Food701,2.5
User8,Food75,0.5
User4830,Food995,2.5
User8924,Food42,3
User9294,Food464,0
User3052,Food868,2.5
User7419,Food35,5
User7839,Food297,1
User5934,Food877,0
User4419,Food1091,4.5
User6135,Food476,1.5
User8601,Food98,0.5
User2339,Food1197,3.5
User5254,Food1063,2.5
User2645,Food665,5
User4419,Food730,2.5
User8380,Food1113,3
User1956,Food620,1
User9152,Food1133,0.5
User8093,Food1015,3
User405,Food366,0
User4071,Food244,4.5
User8986,Food7,1.5
User2202,Food1163,3
User3918,Food1017,4.5
User4728,Food302,4.5
User2338,Food586,2
User9568,Food1190,4.5
User2239,Food1136,5
User9523,Food538,0.5
User9281,Food988,3.5
User5191,Food250,3
User9759,Food385,1.5
User4199,Food1111,2.5
User6858,Food3,2
User4246,Food219,3
User8402,Food637,0.5
User1591,Food514,0.5
User2187,Food1114,0
User2513,Food993,0
User5265,Food640,2.5
User3085,Food731,4
User846,Food996,3
User9762,Food847,4
User6303,Food769,3.5
User827,Food391,0
User8876,Food596,4.5
User3951,Food323,4.5
User2928,Food75,0.5
User1616,Food718,3.5
User7855,Food1119,2
User5125,Food850,0
User9857,Food306,4.5
User1548,Food350,3
User2048,Food991,2
User2019,Food314,2
User2108,Food854,1.5
User5555,Food764,1
User2605,Food929,0
User1632,Food1101,5
User7498,Food867,1
User120,Food755,1.5
User7271,Food1200,3.5
User4148,Food651,0
User7446,Food935,3.5
User8604,Food64,1.5
User5100,Food1129,5
User6430,Food1095,1.5
User2892,Food958,1
User7994,Food425,3
User9240,Food1198,5
User6722,Food406,4.5
User1293,Food554,3.5
User1189,Food969,3
User4332,Food1104,2
User1636,Food676,0.5
User9796,Food295,3.5
User1802,Food1160,0.5
User5524,Food81,4
User8580,Food434,1
User8422,Food1081,2
User1165,Food998,2.5
User5287,Food902,5
User8835,Food1022,2.5
User4837,Food802,3
User726,Food970,3.5
User5629,Food737,1.5
User7831,Food668,0
User4796,Food1053,2.5
User439,Food866,3
User284,Food1102,2.5
User9866,Food814,1
User712,Food703,2
User9721,Food792,0.5
User8299,Food104,4
User4412,Food289,1.5
User5568,Food65,0.5
User2194,Food353,2
User2810,Food3,1.5
User2806,Food1139,3.5
User1564,Food58,0
User8321,Food889,3
User7983,Food651,3
User3259,Food113,0
User8078,Food647,0.5
User4907,Food92,2.5
User8286,Food757,1.5
User2225,Food303,5
User5192,Food628,2.5
User7658,Food1057,4.5
User2325,Food422,1
User476,Food366,3
User1999,Food476,0
User7643,Food486,4
User2516,Food953,4
User9390,Food252,1
User3837,Food619,1.5
User6863,Food237,1
User2049,Food401,0.5
User9466,Food799,3
User2629,Food1133,0
User2884,Food143,3
User2920,Food936,3
User2465,Food752,3
User1931,Food182,4
User141,Food198,1
User9847,Food916,4
User646,Food548,3.5
User8570,Food581,3.5
User3677,Food656,4
User1378,Food604,0
User1988,Food819,3.5
User8951,Food1168,3
User2751,Food780,2.5
User8888,Food562,4
User8912,Food1070,3
User6244,Food120,3.5
User7647,Food895,4.5
User8025,Food261,0
User2184,Food991,2.5
User7474,Food747,2.5
User8666,Food928,3.5
User1534,Food14,4
User4364,Food120,4.5
User1180,Food1195,0.5
User8485,Food429,3
User9718,Food491,3.5
User2552,Food766,1.5
User4912,Food199,4.5
User8801,Food405,4.5
User1825,Food707,1.5
User1293,Food738,3.5
User5296,Food363,2.5
User3621,Food1006,2.5
User8538,Food48,4.5
User2096,Food552,3
User6111,Food669,1
User2298,Food238,5
User6939,Food241,1
User8606,Food737,0
User7173,Food891,2.5
User2507,Food275,1.5
User1913,Food107,3
User960,Food1166,2.5
User5477,Food721,0.5
User6623,Food1187,5
User3729,Food441,0
User8097,Food648,2
User9478,Food45,2.5
User7799,Food1112,0
User888,Food482,5
User1628,Food1069,0
User8477,Food123,1.5
User5815,Food498,1.5
User8314,Food1063,0
User644,Food916,3.5
User8290,Food202,1
User110,Food458,3.5
User8070,Food467,1
User4571,Food509,4
User939,Food1071,1
User3124,Food971,4.5
User470,Food747,2
User2245,Food629,5
User9430,Food304,2.5
User6204,Food917,1.5
User4426,Food1026,2.5
User9886,Food808,4
User8088,Food288,0
User3151,Food940,1.5
User2479,Food1114,4.5
User6397,Food363,2.5
User5359,Food238,3
User2001,Food487,0
User4112,Food199,4
User1911,Food354,2.5
User3442,Food428,3.5
User3428,Food354,3
User9571,Food868,1.5
User9865,Food479,3
User9168,Food1081,0.5
User5548,Food204,3.5
User1700,Food19,2
User7189,Food601,0
User4454,Food1039,0
User2156,Food175,0
User6386,Food740,2.5
User2614,Food361,2
User4121,Food573,4
User6736,Food219,1.5
User3732,Food1121,3.5
User233,Food510,4.5
User2216,Food65,0.5
User875,Food714,3
User1298,Food127,1
User8857,Food970,2.5
User1180,Food391,5
User8222,Food720,4.5
User6995,Food1057,2
User7975,Food327,3.5
User301,Food736,0
User9577,Food183,4
User6164,Food451,4.5
User129,Food866,3.5
User8216,Food1025,0
User2240,Food1107,2
User9216,Food95,4.5
User1467,Food858,2
User3388,Food1166,5
User9699,Food237,4.5
User8572,Food109,3.5
User7692,Food317,4
User6515,Food521,1
User7007,Food1051,5
User1401,Food541,5
User9171,Food462,3.5
User4412,Food231,1
User9620,Food1057,3.5
User58,Food606,0.5
User7757,Food932,2.5
User8950,Food345,5
User6619,Food926,1
User74,Food23,3.5
User4687,Food226,0
User8230,Food49,0
User322,Food203,5
User2665,Food124,2.5
User2668,Food885,1
User5876,Food118,3
User451,Food502,1.5
User6752,Food871,3
User5566,Food268,2.5
User5373,Food570,4.5
User8652,Food198,0.5
User4397,Food809,3.5
User9636,Food694,1
User3182,Food820,3
User4425,Food9,0.5
User7878,Food304,0
User3176,Food339,3.5
User8447,Food695,2.5
User3161,Food621,0.5
User6973,Food1032,1.5
User985,Food312,3.5
User1500,Food710,0.5
User4224,Food339,1
User620,Food725,2
User2266,Food866,4
User5630,Food191,4
User4512,Food237,2
User8315,Food506,0
User6977,Food38,2
User8934,Food258,3
User1694,Food392,0.5
User9586,Food261,5
User8045,Food588,2.5
User902,Food109,3.5
User3914,Food1068,1
User9405,Food1017,0.5
User8360,Food573,3
User9957,Food647,4.5
User3756,Food681,1.5
User7198,Food487,3.5
User4984,Food186,0.5
User3708,Food173,2
User4041,Food433,3.5
User3832,Food880,2.5
User3625,Food98,3.5
User8740,Food153,2.5
User787,Food857,1.5
User1274,Food742,3.5
User9908,Food1200,1
User784,Food269,4.5
User7079,Food859,0.5
User6587,Food300,1.5
User5282,Food227,5
User3964,Food501,0
User466,Food402,4
User7995,Food1175,5
User49,Food3,3.5
User2370,Food1171,3
User6821,Food1194,2
User319,Food185,2.5
User5041,Food745,2.5
User8638,Food703,0
User4277,Food447,1
User2245,Food153,0
User6535,Food228,1
User9974,Food780,4
User4856,Food151,4.5
User8464,Food50,3
User9325,Food547,1
User6492,Food631,0.5
User281,Food937,2.5
User6997,Food981,3
User1604,Food36,1.5
User2432,Food524,4.5
User6637,Food1097,3.5
User5871,Food1176,3.5
User9622,Food1163,1
User9941,Food770,3.5
User6652,Food3,1
User1700,Food1020,4
User3568,Food197,2
User6702,Food1029,2
User865,Food684,2
User3414,Food823,2.5
User1879,Food241,5
User4727,Food272,4
User9115,Food540,1
User1395,Food324,1.5
User2137,Food1107,2.5
User6598,Food314,1
User8577,Food413,5
User9175,Food1116,4
User6777,Food162,3
User853,Food4,0.5
User4014,Food1041,0
User2617,Food673,2
User1676,Food267,5
User5914,Food708,4.5
User2066,Food1173,3.5
User7416,Food1167,4
User2847,Food889,2.5
User6619,Food501,4
User5654,Food679,2.5
User8136,Food46,3
User5641,Food757,3
User5265,Food1151,1
User3041,Food1114,3.5
User5748,Food634,0
User3277,Food477,1.5
User7861,Food941,4
User565,Food733,1
User1584,Food767,0.5
User5624,Food395,0
User586,Food1022,2
User7054,Food853,2
User6757,Food669,1
User3798,Food524,2
User5259,Food560,0
User6693,Food789,2
User2741,Food414,3
User9936,Food510,5
User5371,Food23,1
User5474,Food332,2
User44,Food890,3.5
User6587,Food594,1.5
User8244,Food411,0.5
User7172,Food185,3.5
User6614,Food483,3.5
User1050,Food595,4
User4814,Food1028,0
User7760,Food314,0
User3812,Food914,1.5
User6902,Food552,0.5
User750,Food1010,3
User5299,Food362,2
User4792,Food1134,0
User4867,Food351,3
User4322,Food576,4
User9299,Food1034,2.5
User1917,Food17,2.5
User1393,Food853,4
User6233,Food28,3.5
User1800,Food172,1.5
User7166,Food116,1
User2430,Food940,3
User4434,Food636,2
User9093,Food783,4.5
User2068,Food65,0
User8320,Food798,1
User9158,Food763,0.5
User2114,Food756,1
User4425,Food232,1.5
User7923,Food1183,2.5
User1792,Food196,3.5
User3936,Food1144,1
User9662,Food279,0
User7620,Food513,2
User3577,Food1181,5
User917,Food711,2
User9104,Food493,3
User7544,Food468,2.5
User5664,Food736,2.5
User2880,Food1094,4
User6563,Food11,0.5
User6724,Food1083,2.5
User1287,Food1045,1.5
User4511,Food760,0
User5354,Food1193,2
User6104,Food407,5
User7979,Food246,1
User5831,Food222,1
User2594,Food16,2.5
User8746,Food177,0.5
User7216,Food471,5
User8761,Food589,2
User2860,Food975,4.5
User3851,Food1096,5
User191,Food770,3
User1181,Food1109,4.5
User2852,Food756,0.5
User1394,Food161,2
User6695,Food571,4
User9704,Food621,5
User5738,Food268,5
User4204,Food882,3
User9653,Food638,0.5
User1423,Food1004,1.5
User6202,Food1105,5
User5190,Food397,5
User3983,Food448,0
User8569,Food661,0.5
User1004,Food536,1.5
User276,Food1179,2.5
User3485,Food1107,1
User5376,Food310,0.5
User9107,Food1118,2.5
User8123,Food1037,2.5
User2232,Food1181,2.5
User8038,Food312,0
User6212,Food378,4.5
User6799,Food524,5
User5457,Food198,5
User2273,Food765,0.5
User4447,Food4,1.5
User8995,Food233,4.5
User7896,Food1170,3
User127,Food1053,5
User4044,Food671,3.5
User4977,Food552,4.5
User5792,Food373,4.5
User8212,Food975,4
User4394,Food237,2.5
User1200,Food490,5
User5122,Food452,4.5
User246,Food813,1.5
User1151,Food926,4
User5063,Food736,1.5
User202,Food647,4
User1247,Food970,4.5
User4672,Food1017,2.5
User1557,Food925,3.5
User5330,Food85,4.5
User8964,Food180,1.5
User8048,Food617,4
User9750,Food888,4.5
User2187,Food710,0
User2494,Food238,2
User4420,Food1083,3
User3797,Food224,4.5
User1538,Food58,2
User6319,Food298,2.5
User7366,Food147,4
User4534,Food389,0
User9670,Food63,4
User7734,Food557,3
User2455,Food509,2
User8535,Food1125,1.5
User332,Food1154,3.5
User878,Food665,5
User9015,Food75,4.5
User5803,Food723,0.5
User8619,Food386,4.5
User5334,Food138,1.5
User5930,Food316,4
User2782,Food437,5
User5040,Food1147,4.5
User8315,Food743,2.5
User9298,Food436,1.5
User4784,Food927,5
User7069,Food671,4
User7760,Food607,1.5
User748,Food643,1.5
User7426,Food728,2
User5789,Food317,0
User7271,Food7,4
User1092,Food171,2
User990,Food1115,1
User6241,Food78,4
User3050,Food511,1.5
User1511,Food985,1
User8344,Food15,4
User8931,Food1149,1
User3789,Food474,4.5
User581,Food1179,4.5
User8045,Food920,5
User2016,Food144,2.5
User32,Food684,4
User2003,Food957,1
User9305,Food561,2.5
User1635,Food579,5
User1326,Food216,1
User4416,Food171,4.5
User2191,Food973,1
User6188,Food497,0
User2276,Food875,3
User1361,Food22,0.5
User2203,Food983,0.5
User7706,Food812,1.5
User306,Food133,1.5
User6702,Food213,3
User6782,Food1000,0.5
User6333,Food956,5
User4757,Food918,3
User1025,Food729,0.5
User3211,Food753,1.5
User9667,Food409,4
User6915,Food1197,5
User7648,Food93,1
User4455,Food850,2
User8437,Food942,5
User3436,Food640,1
User8070,Food419,0
User5775,Food2,4
User5581,Food724,4
User9853,Food465,4
User4528,Food448,3
User8144,Food21,0
User2289,Food571,4.5
User2886,Food934,1.5
User1727,Food273,2
User3368,Food198,5
User3723,Food673,5
User5176,Food8,0.5
User4879,Food1057,5
User3487,Food858,4
User9930,Food479,0
User725,Food507,1.5
User6167,Food142,1
User2853,Food54,0
User2708,Food628,0
User8460,Food1064,4
User1329,Food999,3
User2034,Food281,1.5
User9060,Food25,1
User557,Food463,1
User6987,Food488,3
User2341,Food334,0.5
User2493,Food516,2.5
User5857,Food1129,4
User2923,Food862,0
User1607,Food868,3
User7260,Food1121,1
User3936,Food265,5
User3599,Food699,4
User9717,Food894,4
User6066,Food441,4.5
User3751,Food349,2.5
User5484,Food309,0
User670,Food604,1
User1348,Food1108,5
User8746,Food395,5
User3320,Food854,4
User5711,Food249,1
User7622,Food968,2
User8586,Food651,0
User4584,Food370,3
User7431,Food1080,1
User167,Food401,3
User1768,Food416,5
User5021,Food728,0.5
User5329,Food635,3
User193,Food1093,3.5
User4784,Food326,0
User9208,Food980,4.5
User3875,Food983,3.5
User7061,Food266,1.5
User9626,Food429,5
User6763,Food1023,3.5
User5692,Food633,0.5
User4302,Food849,2
User9537,Food488,4.5
User3845,Food120,2.5
User7306,Food469,5
User9475,Food774,1
User6199,Food584,1
User6590,Food306,2
User5216,Food548,3.5
User4777,Food732,5
User6202,Food305,1.5
User6071,Food331,4
User898,Food205,4.5
User585,Food1171,5
User474,Food181,2.5
User3429,Food776,3
User1253,Food764,0
User236,Food1042,4
User6421,Food332,2
User7025,Food627,3
User7682,Food1091,1.5
User4567,Food254,3.5
User8984,Food224,3
User2482,Food589,0
User6885,Food934,2
User1255,Food275,2
User4077,Food542,4.5
User8211,Food926,0.5
User6723,Food4,5
User2862,Food1031,5
User3976,Food85,0.5
User741,Food1150,2
User2244,Food1007,3.5
User5079,Food319,3.5
User9254,Food65,5
User8054,Food10,5
User6828,Food76,5
User7546,Food652,2
User435,Food1093,2.5
User3532,Food1182,4
User3140,Food1043,3.5
User6164,Food605,2
User9553,Food74,5
User8599,Food970,1
User9274,Food922,1.5
User337,Food422,0
User7011,Food321,4.5
User4136,Food155,1
User2226,Food529,1
User5630,Food1143,1
User6875,Food1050,2.5
User9260,Food1062,3
User9904,Food681,0
User1900,Food1067,5
User8601,Food11,5
User8316,Food1100,2.5
User6389,Food177,4.5
User1418,Food715,3
User269,Food816,5
User140,Food272,5
User5849,Food955,4.5
User6724,Food147,4
User5832,Food1154,5
User4111,Food997,5
User2746,Food173,1.5
User8167,Food886,4.5
User4511,Food228,1
User4967,Food633,0.5
User8343,Food616,3.5
User9764,Food46,3.5
User9708,Food1128,2.5
User2885,Food1079,1
User4386,Food670,2
User2947,Food973,4
User4054,Food938,5
User4075,Food30,4
User1122,Food974,2
User1201,Food345,4
User9224,Food274,1.5
User7689,Food888,2
User5562,Food670,3
User9232,Food4,0
User2875,Food922,2.5
User9771,Food287,2
User4972,Food435,4.5
User6466,Food973,4
User7265,Food16,1
User6091,Food275,1.5
User575,Food55,2.5
User1724,Food43,1
User7392,Food937,4
User7208,Food722,0.5
User6799,Food1052,2.5
User6205,Food655,2.5
User3830,Food1058,0.5
User7585,Food1087,0
User1639,Food693,3.5
User2518,Food696,3
User5165,Food1004,2.5
User9648,Food987,1.5
User3301,Food514,0
User3142,Food774,2
User3654,Food1079,4.5
User5664,Food602,2
User6575,Food967,4.5
User1425,Food730,1.5
User5874,Food927,0.5
User4574,Food561,3.5
User678,Food668,3
User3600,Food1034,2
User7482,Food712,2.5
User3355,Food728,2.5
User5295,Food967,5
User6570,Food171,1.5
User6335,Food1093,1
User7851,Food328,1
User4439,Food189,4.5
User2173,Food369,2
User190,Food680,1.5
User8890,Food1140,1.5
User8085,Food1056,2
User7275,Food905,2
User7589,Food749,0.5
User9734,Food946,1.5
User4674,Food748,1.5
User4049,Food204,1
User6226,Food499,3.5
User4149,Food782,2.5
User1472,Food1130,1
User5302,Food136,4.5
User6418,Food282,2.5
User1490,Food375,4
User7518,Food902,1.5
User9278,Food118,2
User4466,Food639,1
User5725,Food194,4.5
User662,Food757,1.5
User1715,Food689,4.5
User8557,Food553,3
User1962,Food291,5
User9756,Food1159,5
User5085,Food1024,5
User5936,Food1046,4
User4152,Food151,4
User1912,Food310,1.5
User4258,Food1059,0.5
User2620,Food392,1.5
User1468,Food934,0
User7874,Food702,2.5
User7139,Food542,3.5
User88,Food472,0
User9394,Food527,3
User9014,Food161,1.5
User8491,Food818,5
User9001,Food193,3.5
User8506,Food278,1
User2549,Food140,4.5
User5856,Food615,3
User5756,Food294,2.5
User5893,Food958,0
User8736,Food188,3
User4694,Food1190,0.5
User6898,Food451,0
User7677,Food86,2
User9881,Food615,1.5
User9072,Food12,1
User1566,Food409,2.5
User9869,Food1167,4
User6292,Food836,2.5
User4401,Food1162,2.5
User7682,Food675,1
User1399,Food532,1
User6581,Food452,3.5
User4275,Food231,2.5
User8626,Food998,3.5
User1546,Food981,2
User7086,Food108,2.5
User1056,Food791,4.5
User9001,Food292,3.5
User3779,Food181,4
User5665,Food465,2
User5452,Food107,4
User4696,Food294,0.5
User1819,Food1131,1.5
User4030,Food149,2
User1498,Food656,3.5
User9217,Food908,2.5
User747,Food771,2
User5884,Food127,5
User1293,Food536,4
User2625,Food25,1.5
User7001,Food410,1
User2886,Food780,2.5
User7817,Food1132,2
User1550,Food569,4.5
User606,Food717,0.5
User5481,Food513,5
User6371,Food304,0
User5148,Food123,4
User8637,Food141,1
User6938,Food164,0
User3298,Food163,4
User2802,Food130,0
User4591,Food135,4
User3627,Food801,1.5
User178,Food146,4
User5291,Food451,4
User1888,Food889,4
User8043,Food325,5
User5174,Food33,2.5
User6442,Food950,0
User2539,Food774,0
User7895,Food196,2.5
User2366,Food687,0
User3695,Food1160,2.5
User4050,Food140,0
User3188,Food671,1
User2447,Food420,3.5
User5258,Food333,1.5
User6305,Food229,4
User9518,Food957,5
User6093,Food442,0.5
User8234,Food188,3
User8874,Food13,2
User9439,Food1053,0.5
User6463,Food1124,3
User6415,Food277,2
User2694,Food766,3.5
User6211,Food529,4
User6996,Food5,4.5
User6245,Food678,3.5
User147,Food298,4
User7975,Food333,0
User6837,Food519,3
User1273,Food877,2.5
User7868,Food619,3
User9674,Food1121,4.5
User6277,Food628,2
User7390,Food750,1.5
User7165,Food877,5
User2495,Food1076,4.5
User6592,Food946,2
User8019,Food903,4
User9096,Food646,4
User9988,Food380,1.5
User3571,Food596,3
User6669,Food709,4
User2189,Food396,3
User4755,Food14,4
User3987,Food675,2.5
User1803,Food1100,0.5
User5740,Food624,4.5
User7308,Food819,2.5
User3499,Food354,1.5
User7239,Food879,3.5
User7435,Food110,2.5
User4741,Food984,5
User2271,Food331,1.5
User3814,Food773,3.5
User9136,Food767,3
User7462,Food1069,5
User6455,Food310,1
User3248,Food1053,0.5
User2656,Food935,2
User1766,Food465,3
User2220,Food192,4
User2319,Food1061,0
User4339,Food917,4
User9253,Food357,3
User4428,Food30,1
User2456,Food624,5
User778,Food1166,1.5
User53,Food705,2
User4443,Food300,4.5
User5090,Food243,1.5
User7368,Food870,4.5
User4704,Food571,4
User8908,Food1009,4.5
User3080,Food278,1
User4488,Food213,0
User6074,Food1076,4
User1900,Food220,1
User1117,Food328,2
User4411,Food917,1.5
User4980,Food1082,1.5
User6523,Food159,4
User5209,Food1025,4.5
User3568,Food90,5
User3766,Food733,0
User6734,Food468,1
User6777,Food904,2
User3258,Food103,4.5
User8234,Food631,0.5
User3824,Food1180,4
User6775,Food746,2
User7301,Food445,2.5
User1576,Food998,0
User8104,Food675,1.5
User2557,Food819,5
User9115,Food671,4.5
User9707,Food4,4
User3247,Food267,0.5
User4392,Food196,1
User907,Food554,0.5
User7191,Food216,4.5
User3738,Food1177,0.5
User3180,Food259,3.5
User3096,Food407,1.5
User6629,Food921,3.5
User9771,Food514,3.5
User7303,Food761,1
User8504,Food995,3
User9729,Food225,0.5
User7225,Food381,0.5
User4672,Food200,0
User4098,Food428,0
User5700,Food539,4.5
User803,Food307,3.5
User3153,Food272,0
User8078,Food649,1.5
User2631,Food839,3
User6357,Food563,3.5
User2813,Food1010,3.5
User426,Food358,3.5
User8303,Food234,2.5
User3721,Food1071,1.5
User5519,Food61,2
User3840,Food148,2
User3504,Food174,4
User8247,Food1057,0.5
User4554,Food986,4
User2125,Food465,1
User843,Food731,4
User522,Food730,4
User6897,Food13,3
User7457,Food649,5
User3957,Food568,2
User8504,Food708,3
User796,Food690,5
User950,Food149,4.5
User8542,Food842,4
User7880,Food139,1.5
User7325,Food50,3
User2596,Food1069,1
User3069,Food69,3
User7151,Food898,3
User6440,Food356,1
User4411,Food615,2
User8901,Food351,0.5
User4101,Food451,1
User5691,Food75,4.5
User8813,Food866,2.5
User5666,Food306,4.5
User5882,Food188,1
User339,Food471,4.5
User2571,Food1003,0
User9224,Food1051,1.5
User947,Food377,0
User4691,Food1154,3.5
User7972,Food7,0.5
User5919,Food995,3.5
User9562,Food363,0
User7383,Food1138,2.5
User7246,Food917,5
User8676,Food985,4
User4757,Food80,0
User1966,Food1063,1.5
User4223,Food1190,3.5
User3857,Food215,0.5
User1117,Food1200,2
User3050,Food943,2.5
User9164,Food1141,5
User3975,Food104,0.5
User5030,Food763,0
User5193,Food189,3.5
User4021,Food700,4.5
User6720,Food723,1
User3729,Food657,3
User2588,Food999,3
User6194,Food1116,3
User5571,Food47,4
User8240,Food397,0.5
User8868,Food132,1
User2949,Food791,1.5
User2946,Food137,1
User5200,Food987,1.5
User324,Food133,2
User2342,Food707,1.5
User2272,Food133,1
User5580,Food647,2.5
User2833,Food850,1
User8128,Food867,0.5
User2811,Food423,1
User43,Food419,2
User255,Food1179,0.5
User5451,Food107,2
User9285,Food621,3
User4902,Food813,4
User1671,Food1155,0.5
User328,Food826,0
User7509,Food455,4.5
User7620,Food1132,0
User3299,Food660,4.5
User2247,Food857,2.5
User483,Food752,2.5
User5223,Food632,2
User862,Food303,0
User9178,Food1192,4
User2030,Food284,1
User7024,Food531,3.5
User6979,Food590,2.5
User3325,Food734,0
User9424,Food666,0
User9145,Food96,1.5
User5120,Food1007,1
User2947,Food911,3.5
User1911,Food1032,3
User2389,Food39,4
User7278,Food176,3
User1557,Food627,1.5
User6314,Food135,3.5
User4485,Food275,3.5
User7196,Food303,3.5
User7871,Food1162,5
User9408,Food794,1.5
User8060,Food380,0
User6204,Food847,2.5
User7528,Food345,3
User6657,Food572,4.5
User3532,Food639,5
User9266,Food1055,3
User8377,Food810,4
User2784,Food1193,4
User9888,Food968,5
User3505,Food601,5
User7938,Food271,2
User3438,Food10,1
User1560,Food429,2
User4924,Food393,3
User6368,Food450,2.5
User5472,Food1040,1.5
User7806,Food1196,1
User8641,Food54,4.5
User7262,Food945,5
User334,Food637,1.5
User6140,Food1140,1.5
User4362,Food806,4.5
User6939,Food1066,0
User3161,Food70,0
User1305,Food114,4.5
User7291,Food348,5
User6961,Food242,2
User7160,Food1031,1.5
User7925,Food39,4
User8820,Food101,3.5
User1742,Food805,5
User2939,Food81,5
User5854,Food104,4.5
User1555,Food94,3
User7167,Food880,2
User7621,Food1150,2.5
User4515,Food1197,3.5
User5193,Food385,3
User5036,Food595,5
User4299,Food875,4.5
User3351,Food862,4.5
User7828,Food204,1
User1055,Food488,1
User1261,Food1009,4
User6127,Food311,5
User6969,Food1121,0
User5405,Food352,1.5
User9838,Food77,0
User790,Food1097,4.5
User5297,Food489,1
User6910,Food817,1.5
User7524,Food191,2
User8709,Food269,5
User92,Food793,4.5
User8530,Food135,4
User3931,Food517,4.5
User9053,Food20,2.5
User4140,Food1079,4.5
User5720,Food578,2.5
User6116,Food904,4
User9869,Food1185,0.5
User8837,Food1040,1.5
User3801,Food113,5
User6735,Food186,2
User9728,Food862,5
User2195,Food716,3
User8853,Food923,4
User2719,Food435,2.5
User10,Food234,1
User8595,Food303,5
User9265,Food560,4
